tipo,nombre,tags,imagen;;;
"cuerpo;Crop-top rosa;veraniego,rosa,crop-top;crop_top_rosa.png";;;
"cuerpo;camiseta-negra;basica,negro,camiseta;camiseta_negra.png";;;
"cuerpo;camiseta-blanca;basica,blanco,camiseta;camiseta_blanca.png";;;
"cuerpo;camiseta-verde;basica,verde,camiseta;camiseta_verde.png";;;
"cuerpo;camiseta-gris;basica,gris,camiseta;camiseta_gris.png";;;
"accesorio;cadena cubana;elegante,gris,cadena;cadena_cubana.png";;;
"cuerpo;camisa -blanca;clásico,blanco,camisa;camisablanca.png";;;
"piernas;pantalones vaqueros;casual,azul,vaqueros;pantalones_vaqueros.png";;;
"cabeza;sombrero de paja;veraniego,marrón,sombrero;sombrero_paja.png";;;
"accesorio;collar de perlas;elegante,blanco,perlas;collar_perlas.png";;;
"cuerpo;vestido negro;formal,negro,vestido;vestido_negro.png";;;
"piernas;shorts de mezclilla;casual,mezclilla,shorts;shorts_mezclilla.png";;;
"cuerpo;hoodie negro;hoodie,basico,negro;hoodie_negro.png";;;
"accesorio;bufanda de lana;invierno,marrón,bufanda;bufanda_lana.png";;;
"piernas;jogger gris;casual,basico,gris;jogger_gris.png";;;
"cuerpo;suéter de cuello alto;invierno,gris,suéter;sweater_cuello_alto.png";;;
"piernas;falda plisada;formal,rosa,falda;falda_plisada.png";;;
"cabeza;gorro de lana;invierno,rojo,gorro;gorro_lana.png";;;
"cuerpo;hoodie rojo estampado;rojo,nike,hoodie,casual;hoodie_estampado.png";;;
"accesorio;cinturón de cuero;marrón,cuero,cinturón;cinturon_cuero.png";;;
"cuerpo;blusa de encaje blanco;romántico,blanco,encaje,blusa;blusa_encaje_blanco.png";;;
"piernas;leggings negros;deportivo,negro,leggins;leggins_negros.png";;;
"cabeza;pañuelo estampado;veraniego,colorido,pañuelo;pañuelo_estampado.png";;;
"zapatos;zapatos de tacón alto;elegante,negro,tacón,zapatos;tacos_negros.png";;;
"accesorio;bolsa de cuero;marrón,cuero,bolsa;bolsa_cuero_marron.png";;;
"cabeza;boina de lana;invierno,rojo,boina;boina_lana_roja.png";;;
"cuerpo;bralette negro;romantico,negro,bralette;bralette_negro.png";;;
"zapatos;zapatos mocasines;negro,elegante,zapatos;mocasines_negros.png";;;
"zapatos;tenis blancos;casual,blanco,tenis;tenis_blancos.png";;;
"cuerpo;vestido de verano;veraniego,floral,vestido;vestido_floral.png";;;
"cuerpo;chaqueta de cuero;negro,elegante,chaqueta;chaqueta_cuero.png";;;
"cuerpo;chaqueta de plumas;blanco,casual,chaqueta;chaqueta_plumas.png";;;
"piernas; jean con rotos;casual,jean;jean.png";;;
"zapatos;botas de cuero;marrón,cuero,botas;botas_cuero_marron.png";;;
"cabeza;gorra de béisbol;casual,azul,gorra;gorra_beisbol_azul.png";;;
"zapatos;sandalias de tacón;elegante,dorado,tacón,sandalias;sandalias_tacon_dorado.png";;;
"accesorio;pendientes de plata;plata,pendientes;pendientes_plata.png";;;
"cuerpo;blusa de seda;elegante,rosa,seda,blusa;blusa_seda_rosa.png";;;
"piernas;falda plisada;elegante,negro,plisada,falda;falda_plisada_negra.png";;;
"zapatos;botines negros;casual,negro,botines;botines_negros.png";;;
"cuerpo;camiseta sin mangas;casual,blanco,camiseta;camiseta_blanca.png";;;
"accesorio;bolso de mano;casual,azul,bolso;bolso_mano_azul.png";;;
"piernas;jeans pitillo;casual,azul,jeans;jeans_pitillo_azul.png";;;
"cuerpo;blusa sin mangas;verano,amarillo,blusa, sin mangas;blusa_sin_mangas_amarilla.png";;;
"piernas;pantalón de vestir;elegante,gris,pantalón;pantalón_vestir_gris.png";;;
"accesorio;reloj de pulsera;casual,plateado,reloj;reloj_pulsera_plateado.png";;;
"accesorio;Bolso bandolera;casual,rojo,bolso bandolera;bolso_bandolera_rojo.png";;;
"zapatos;mocasines de ante;elegante,azul,ante,mocasines;mocasines_ante_azul.png";;;
"cuerpo;chaqueta de cuero;elegante,negro,chaqueta,cuero;chaqueta_cuero_negro.png";;;
"piernas;pantalones cargo;casual,khaki,pantalones cargo;pantalones_cargo_khaki.png";;;
"zapatos;tennis de bota;blanco,tennis de bota,casual;tennis_bota.png";;;
"cuerpo;chaqueta rompevientos;deportivo,chaqueta;chaqueta_rompevientos.png";;;
